=== infer_multi: 1 node x 8 GPU, tp=1 → dp=8 replicas, max_num_seqs=16, workers=8, max_samples=16 ===
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:29:35 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.8%, Prefix cache hit rate: 8.9%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:29:45 [loggers.py:259] Engine 000: Avg prompt throughput: 3479.2 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.6%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:29:55 [loggers.py:259] Engine 000: Avg prompt throughput: 3481.9 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 48.6%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:30:05 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.7%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:30:15 [loggers.py:259] Engine 000: Avg prompt throughput: 3484.5 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.6%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:30:25 [loggers.py:259] Engine 000: Avg prompt throughput: 3485.3 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 48.5%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:30:35 [loggers.py:259] Engine 000: Avg prompt throughput: 3485.4 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 27.3%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:30:45 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.6%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:30:55 [loggers.py:259] Engine 000: Avg prompt throughput: 3490.5 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.6%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:31:05 [loggers.py:259] Engine 000: Avg prompt throughput: 3491.6 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 27.3%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:31:15 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.5%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:31:25 [loggers.py:259] Engine 000: Avg prompt throughput: 3494.3 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.5%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:31:35 [loggers.py:259] Engine 000: Avg prompt throughput: 3497.0 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 48.3%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:31:45 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.5%, Prefix cache hit rate: 8.8%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:31:55 [loggers.py:259] Engine 000: Avg prompt throughput: 3498.0 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.4%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:32:05 [loggers.py:259] Engine 000: Avg prompt throughput: 3500.9 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 48.2%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:32:15 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 96.3%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:32:25 [loggers.py:259] Engine 000: Avg prompt throughput: 3503.2 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.5%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:32:35 [loggers.py:259] Engine 000: Avg prompt throughput: 3504.2 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.3%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:32:45 [loggers.py:259] Engine 000: Avg prompt throughput: 3507.1 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 27.1%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:32:55 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.4%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:33:05 [loggers.py:259] Engine 000: Avg prompt throughput: 3510.1 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.2%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:33:15 [loggers.py:259] Engine 000: Avg prompt throughput: 3510.8 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 27.1%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:33:25 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.4%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:33:35 [loggers.py:259] Engine 000: Avg prompt throughput: 3513.6 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.2%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:33:45 [loggers.py:259] Engine 000: Avg prompt throughput: 3514.7 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 48.1%, Prefix cache hit rate: 8.7%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:33:55 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 96.5%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:34:05 [loggers.py:259] Engine 000: Avg prompt throughput: 3517.3 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.2%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:34:15 [loggers.py:259] Engine 000: Avg prompt throughput: 3519.7 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 48.1%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:34:25 [loggers.py:259] Engine 000: Avg prompt throughput: 3520.7 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.9%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:34:35 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.2%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:34:45 [loggers.py:259] Engine 000: Avg prompt throughput: 3523.5 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.1%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:34:55 [loggers.py:259] Engine 000: Avg prompt throughput: 3526.1 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.9%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:35:05 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.1%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:35:15 [loggers.py:259] Engine 000: Avg prompt throughput: 3527.2 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.1%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:35:25 [loggers.py:259] Engine 000: Avg prompt throughput: 3530.0 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 47.9%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:35:35 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.0%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:35:45 [loggers.py:259] Engine 000: Avg prompt throughput: 3532.4 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 69.0%, Prefix cache hit rate: 8.6%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:35:55 [loggers.py:259] Engine 000: Avg prompt throughput: 3533.2 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 47.8%, Prefix cache hit rate: 8.5%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:36:05 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 96.7%, Prefix cache hit rate: 8.5%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:36:15 [loggers.py:259] Engine 000: Avg prompt throughput: 3536.2 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.0%, Prefix cache hit rate: 8.5%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:36:25 [loggers.py:259] Engine 000: Avg prompt throughput: 3539.0 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 47.8%, Prefix cache hit rate: 8.5%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:36:35 [loggers.py:259] Engine 000: Avg prompt throughput: 3540.1 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 8.5%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:36:45 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.0%, Prefix cache hit rate: 8.5%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:36:55 [loggers.py:259] Engine 000: Avg prompt throughput: 3542.6 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 68.8%, Prefix cache hit rate: 8.5%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:37:05 [loggers.py:259] Engine 000: Avg prompt throughput: 3545.3 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 8.5%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:37:15 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 90.0%, Prefix cache hit rate: 8.5%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:37:25 [loggers.py:259] Engine 000: Avg prompt throughput: 3546.1 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 68.7%, Prefix cache hit rate: 8.5%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:37:35 [loggers.py:259] Engine 000: Avg prompt throughput: 3549.1 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 47.7%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:37:45 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 97.0%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:37:55 [loggers.py:259] Engine 000: Avg prompt throughput: 3551.5 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 68.7%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:38:05 [loggers.py:259] Engine 000: Avg prompt throughput: 3552.6 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 47.7%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:38:15 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 97.0%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:38:25 [loggers.py:259] Engine 000: Avg prompt throughput: 3555.2 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 89.7%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:38:35 [loggers.py:259] Engine 000: Avg prompt throughput: 3557.9 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 47.6%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:38:45 [loggers.py:259] Engine 000: Avg prompt throughput: 3558.9 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.4%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:38:55 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 89.7%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:39:05 [loggers.py:259] Engine 000: Avg prompt throughput: 3562.0 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 68.6%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:39:15 [loggers.py:259] Engine 000: Avg prompt throughput: 3564.4 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.4%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:39:25 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 89.6%, Prefix cache hit rate: 8.4%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:39:35 [loggers.py:259] Engine 000: Avg prompt throughput: 3565.5 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 68.6%, Prefix cache hit rate: 8.3%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:39:45 [loggers.py:259] Engine 000: Avg prompt throughput: 3568.0 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 47.4%, Prefix cache hit rate: 8.3%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:39:55 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 89.5%, Prefix cache hit rate: 8.3%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:40:05 [loggers.py:259] Engine 000: Avg prompt throughput: 3570.5 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 68.5%, Prefix cache hit rate: 8.3%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:40:15 [loggers.py:259] Engine 000: Avg prompt throughput: 3571.9 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 47.3%, Prefix cache hit rate: 8.3%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:40:25 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 97.2%, Prefix cache hit rate: 8.3%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:40:35 [loggers.py:259] Engine 000: Avg prompt throughput: 3574.4 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 89.5%, Prefix cache hit rate: 8.3%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:40:45 [loggers.py:259] Engine 000: Avg prompt throughput: 3577.0 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 47.3%, Prefix cache hit rate: 8.3%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:40:55 [loggers.py:259] Engine 000: Avg prompt throughput: 3578.3 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.2%, Prefix cache hit rate: 8.3%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:41:05 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 89.5%, Prefix cache hit rate: 8.3%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:41:15 [loggers.py:259] Engine 000: Avg prompt throughput: 3580.6 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 68.3%, Prefix cache hit rate: 8.2%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:41:25 [loggers.py:259] Engine 000: Avg prompt throughput: 3581.8 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.2%, Prefix cache hit rate: 8.2%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:41:35 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 89.5%, Prefix cache hit rate: 8.2%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:41:45 [loggers.py:259] Engine 000: Avg prompt throughput: 3584.2 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 68.2%, Prefix cache hit rate: 8.2%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:41:55 [loggers.py:259] Engine 000: Avg prompt throughput: 3586.9 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.2%, Prefix cache hit rate: 8.2%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:42:05 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 89.4%, Prefix cache hit rate: 8.2%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:42:15 [loggers.py:259] Engine 000: Avg prompt throughput: 3588.0 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 68.2%, Prefix cache hit rate: 8.2%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:42:25 [loggers.py:259] Engine 000: Avg prompt throughput: 3590.8 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 47.2%, Prefix cache hit rate: 8.2%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:42:35 [loggers.py:259] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 89.3%, Prefix cache hit rate: 8.2%
[36m(vLLMHttpServer pid=62204)[0m INFO 06-21 15:42:45 [loggers.py:259] Engine 000: Avg prompt throughput: 3593.5 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 68.2%, Prefix cache hit rate: 8.2%
=> Mean RM Score: 0.0625
